NU_INSCRICAO,NU_NOTA_MT
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,470.5358720484687
1a46d99716282410d1170f0f35069b34e34415d4,368.02511367427786
0467e022da4ef897f666bc76f31e1bc8976f7e92,517.7490077863432
993aca0d5eac6741117947c82a3647102096255e,472.8662762246404
94c96ade6ade21deb080bba6aad537fc4f195d47,469.03681264298757
36bb672077a46a3e4755cef90437a616d28bdf23,449.10596095059327
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,381.9804167804738
328ca19128d276eb4fbc309c54ec7f346c803d2f,657.5048447004258
27cdb62f0a2a5467efeb30aafbf246ed2320c532,373.1697911748181
c52cae37c3653620bbec72264c502f45ca2a8671,-6.169147764446507
f9ef2695eb0986666093945894b8f2fee351bf22,524.2548328765538
2178c497293d0cab01ce74f5105b1a398fb12d8e,-14.926859786379907
e21faa0c07406dde71ec02f266b19b314ba8b0e2,-5.348112262390259
8a021391cdaac100dab56c59284bd50137a74129,526.0130924338097
12ee0df69325d97cb95404958c4acf4112aeab8a,-11.095360776784048
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,499.3643864687179
66cf0f8b5af2466f9616fd15c0c10344df84982a,-7.263861767188189
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,494.541065191246
60edc5708acd60680891ea15379dd07c7a5924ff,-5.074433761704881
b9f786712775e0d1d735398d710b01f404c985a3,447.07935719203556
564958997e204bda06fbe90afc4722805c78a855,534.261758076294
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,422.7770807762274
527098f4ee3ceb5c393981930d23b8fe154f4db9,-7.537540267873624
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,483.80360442151056
8296743fdd105ce9183561cf5b359b0a3781465e,457.2178727172302
a3b79e8c739832c77df2ba6bcdb23a7518155a33,-8.084897269244436
6602c7f15a1fdd082265b64976448c6809df792d,471.91274924415256
31ae66f0fe024acae4490915c348e487f2367574,517.8496153469296
81901aa980653106e64863d957387d24e2c00af3,409.6125314381191
28e10d1bd0b6effe0edd503446ebda948ad240ad,438.5964988892463
53a7ee52a87f80241e2ca13c923e06b72bf3a059,441.2776382697338
50be5f75fdaedae454b0c3d63b7277854bd08d8f,110.11720463015234
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,-7.537540267873624
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,572.9383516879084
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,-7.263861767188189
02681b5c893b94db204713cb4b20dde6fc3f2f95,527.8345474898997
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,475.7720510701844
829dd51f77f3ae74c2216de2d86139bd0a03367c,-5.895469263761129
28c6829e69879bc1d34db1cd51b89562d3cc596b,516.2475093426119
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,486.4200937125593
96715a069fbcb2e84b26a01563921962ccc4601e,-5.074433761704881
923538833160e8432636c88e8119378a43b3d766,454.9107719872971
aacb834258765a2959ee63c57d2be4923d11a696,441.39676761006194
c32e484025571dd94255a77f21de08ab8d2aaba8,462.1948247196699
d425deeec0a3c7006f14d732eff8933d5155067f,463.8058688616959
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,499.41693591900366
716a178e9a6f7791b820da77879943ac9040a547,468.2706731653408
430212cd8767ef2bff8cda0f61729203fef7523e,416.661609492445
e97d33221238e445688a0e984778d4ecac788be2,524.6575441668681
695c9481580951d830c4431fc6c9dee778ba9ca1,-6.716504765817376
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,492.90466829581317
0411742cbb54fe1b6927b25f0bb52b885828c828,398.3901989121379
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,417.62818573984396
bc40729846bf209b06e2a9a890e01d4e6780f5b4,-5.348112262390259
e4e7a38b58319ad0a5cde4848622b21783c907e9,495.2189250004367
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,530.1038090488522
aec1b63c3f0c9554e533752d8fe138ca82101d4a,424.69485273542415
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,500.7782970782804
4b48d500ba4410546ce01f7f6d44bcbafa73994f,417.59589778717805
edf33c347c866d26872f540bcc1f6ae415f3294c,470.60121124409335
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,525.9638819314271
3a265ea6ebdc4eb2520db912adf5592f03b3d634,449.0721364078185
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,-6.169147764446507
0ade5488fd62db34c11a369bdbb4327faacc1635,-5.621790763075694
e418fbb77e6ff4103205f3b7f6a66d53183d809b,438.57712663942584
8ddbfe70cd41135cb6f125335a48d100789edbf7,419.998450354522
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,-5.621790763075694
1d3e406d0223d4cb0328850d689ba9fcadf62776,458.83930066114925
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-7.263861767188189
ecaf075653faf2dcdf946c0ce50629f5083347c0,403.70814365953447
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,509.6391892099792
d43894c5e83bb3a7e5000636295b0b050de19309,-5.621790763075694
5b7877d12550dd35d27a02b66a13f2a27bce11ca,424.0501184501452
18f800ec03e33ebad5fb97aa8465dd3e5961337e,431.6875926507711
bb39cc6296f2c9da3963994899c5c34b50965720,-6.169147764446507
76facda8958cbaf5dba09a4d35d3b4de7596a49d,-4.527076760334012
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,448.5279993794095
e887be276bf553575b20ed1a0de8833d9cb7e247,-8.084897269244436
cc8794762ffa592758b5117d67e0d02e2e8b9c49,514.3761356395437
894d277c608610fa8c31db531f64582b9569b2e9,422.62210590468493
b2e029961aa0f20071b74708e0d97e6f200ec582,458.8768189027463
12c7d85e168b09a0278df140a22bcb0052a59b0a,365.6291375744147
64c4892488a9c6281bdabf467a0b5a6382d248e6,447.6273528468696
944e790f6e64eccf6df361247858165f17dd7abb,-6.716504765817376
ac112e94587e6e4249b7182329ee5a5040ae94ea,523.2997903420604
a58cf11e498228f9aaca92b0c49f955a6163fb59,441.8404312208484
e8c84701c041b7f3b39f3125a0449fa633589fbe,483.35693212997353
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,578.7721348002373
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-6.4428262651319415
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,440.641610929545
e64ad901853230e396be49311ea98121c348fac6,495.966193429024
8532af19be3729ea233c1f29e4c015820fc7fb3a,493.8127029743769
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,476.4201370240296
26853fd075fe27954772c3070997635b94f32b83,466.8272563387287
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,532.363054025715
574ec310dee846f9ae8eb278480257d463f6fbcc,481.1058992278827
ebb32b8df4ff9b202ba904f310724ce230cb4305,-6.716504765817376
8a46e35787225c3e7adef2b998ad9c93a952106b,531.9160627106618
b62bf908b504e8c6898777a7f5b88afed358caea,388.91182163936384
10d22971ca4f53fc62d02905809ff1c37fbb68fc,584.3506648222402
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,420.9301066379667
cad47b624b484cb16291449cee30707a46c20199,-6.169147764446507
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,504.2125064377354
bb6c0df09cb6663f142ce6da382b804353453af2,-5.621790763075694
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,469.2434105078097
7bd0affe1bdd3681a0faecd80a3d48c023b986de,-5.074433761704881
d76614020539405f481c0f5ffb9e6f88a0bf21b7,430.5931273160673
5ce2df96a99343819ead41bf242044177439696d,-5.895469263761129
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-9.453289772671553
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-5.621790763075694
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,508.9410345661328
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,484.943890437285
176b027cd932b17fcb6f119cfcef338a175062b8,428.9866535484664
41474f2dda61d97f38ba79906d3dbcce223d1bd1,510.18094355074726
421eb738f9e2ea73e5f4227c915762d6421102ac,-4.800755261019447
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,467.08660725737906
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,79.79392449486116
134d96275e3893946c3a0e1d59f86b336fe64f6e,-8.084897269244436
d4e97da32ccb6987ec074aa48c24ce949c05a78c,429.10678018826445
fa556e489987a0588e9a8edb5327e2bde1679670,-5.621790763075694
95c1d266a2524560761df98b376c17604733a6ad,507.04436051050476
c11c4303d2632cde64105a35554ecb77a8564260,475.143149383992
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,488.6988759114399
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,499.28723758597613
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,457.83346081455045
580c34923cbde328e0aef1641dd02033fc862c04,490.9982205738527
156e1fb82056b0f6953c443446eb4dcceed7c03b,-5.348112262390259
29d8bf198da9caa59047268faca60207da24d1b7,527.0034053994837
1b3f80a1cd9fff0408e96169fcaf006936b34fed,493.76697454272573
b5932043b62e0c58e16e2cc2c9d5489390e5c895,492.2850656237439
99092cc60948943c59d68d62ed81a75a03059113,477.9808467290892
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,73.85347541181065
dd69fca6f17420dc911016a79e70583ca7ea330d,403.3817877740149
d387995af060965fb9d18973f3dbf4904f071066,402.6271415812737
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,480.4671376334203
543674772357cf9d8a7a8e7dfb89384af80ec30e,509.0644248829324
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,439.07179229289926
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,-12.463753280211108
0736d379ea0962e316ce84cce8e883321be36abb,459.0017252408091
98cc842c547c69a0d27776e272fd8b61131b0b37,427.7972689639248
890b7696fa85ca2b3e90b3951efec2135e88d5cf,496.11158467948854
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,606.1752093400357
d84b48f7dc7a6e387e6e985525143589754c5b13,409.48752074223506
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,510.60679412405705
dc4fe9d4124d9278f58f6f999711116a3fe58be7,485.6621273710143
f6624d763619c0898b34dc02adf06f53a1721cd0,397.2533808814909
60b1c12559860e7ad966da4c4db5c78e17278fc0,496.1435240749348
a3f3dcb89101d86171f8bb4f4f57939717cf298a,-8.905932771300684
4f365503582b97ea96462d0d36895a5e7f5926df,440.5401226244407
c80869804effb21d50cc8fff3f4c27ba5521240c,419.5389702152859
d0f351638d60e84b890a498d69c9a7961cdcdf36,479.9842958218967
48e8ec135997ff3676648d5c144c3c7150a7bbb1,419.24326745504624
45484014aefd10ea3e4b08fb93e66c251709cca6,470.76724190396317
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,428.54414781699853
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,444.25420323593585
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,546.9242571322108
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,389.56793624798297
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,554.5426314621388
c83c66733c5bd90a59996e473bb69e44f6522976,357.17723840493176
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,-4.800755261019447
4c373daf5547a6292c4905696c148ec83f95f083,-4.800755261019447
4549620b5459bb28990580f4ca0b4c2adc5b1a68,-5.895469263761129
87f89c855f377c5b100ad2986cc6569e31d94a98,530.1667015157752
d0d8601aab147c191ae37365a930c1ed3eb0414b,-13.011110281581978
9a25537903e8e7eab1dfb357903d241e24e86fb8,-5.621790763075694
eaecf3dd32668664e1dcc2d6c7a69042824806a6,469.2191998500286
d19fa85793fcb8ae3126d10592c9c57d3b32971f,-4.253398259648634
c59b370d3aa06b68878c836bceac844953d74972,484.25211768422594
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-6.716504765817376
b2128312e70fdb830091aecb6b27d82617e2e226,385.06355490791077
8257941af168c0cc15f28bd596fd922352dae732,423.1833792908546
854ce153823802674f35bbe1ec010b12e9b3a56f,437.1821317629775
27f1db4e266b154f6f7fbef9c225fab472652a7b,422.96861266236454
11b90bed4a05d11169f308370faf81d6e9ca2c4f,428.26758311890893
5c55b7aeae6cb75ec715b4629812175239e45c15,-5.348112262390259
1391c7de937e0fea2ad23ebb111e513bf2aca2af,-4.527076760334012
e9488c35627294cd8f5a809c0667aef7a3f0d465,-9.179611271986118
39c22d725a24b290af887b25175ae0a8d560db4b,-4.800755261019447
e001e1d73163c327a4d800697b1b36cd6921f60d,449.80824663779816
b83424ca8973e4b2eebf6eb9e26e842999432d22,420.13987026375344
202da3f471204ad489ebf0c3856437337534112d,-5.621790763075694
912d751c54b46c860c5ba61666fc6fc59ca2689d,394.24963221557425
8376d681a277c58f06ab633a06eaa66391126246,-10.548003775413179
e114f7b197069bde8e158a0dbeaa022dd0c4e280,451.1829694467416
fa84edf183bd459ea9394d77bdc191683a75ff66,547.9722161010857
76190ff09a736ff83169394b770699b2709c5a27,504.51130345345285
515db15df8581ae72bb8e8358833016adee74e02,461.1968417003918
e2a05053c19e6fba60d0e582e6c7f371728a7106,449.580083502683
66c14322296ac259374ec98c5c3bb2bd67ba25e9,-4.800755261019447
2378556841bc8d5746f2b94d6adefc2db20f9518,508.499174120994
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,-8.084897269244436
796d558152d241567f8a72b535a5e36fe78886f3,463.6549217902087
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,514.9811756596214
3c748fc7a94edb7ac1484373751ffa8574a3281d,416.3692612276352
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,344.17246617361263
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,-6.169147764446507
10a1e8808e744c619376bff659f859cd71e8c41d,448.92771377161876
fc959dafc37dde3f173f083486d84ce5c817443f,457.541409392504
6979d91c0a1903a336c640e14eed100821a0e24d,452.83853155594755
d4e37c4c1235ce014392f6c8ba0436f195b9e459,539.0314707117946
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,-5.348112262390259
565a955a60c6073157aa869c0351c626a7171ef3,521.6848405744956
5697c01ee87a008056ebc0993a1028b41a26d251,-5.348112262390259
99be797e423b5ae08fe342ea772738f71975df47,608.5023534672575
b579ea83f2d6c15b2c717d16a89827d65f39904b,486.81524804187393
e9373b5c22567bec508f2fa2580e4dc3ff687caa,535.8461856679974
a465af361b68bd536dd8bf61d522b9b21755ab60,495.80647337112083
c8feec2a94d996d03534ce935dec7a034667f107,617.3429640584019
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,453.57522357725736
f4f7888cfe88b7a3b0f3d94749921976353ae82c,448.203465322535
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,454.8115537190067
2e466f15ac7b80870736fac2d0cf4bd7f362e852,462.4737358483589
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,-4.527076760334012
fc83a5c665f70f39b4c7d326118cbf21a898e660,565.6113589270385
c26fbd904781a4f6c37a8f8969778f687c6c1424,-5.074433761704881
ced4913c2220be57c54bc9f87bb4f441d5976671,478.54109474105127
880ade460a231d722e8bb0e4d17f3c8f77663d37,410.0281493707111
7c869f5b89ddf3130c87011b6508ee59e32682c5,410.51703576586243
9027f65d4e576928ca59690c280050c53d66506a,612.2739703345795
09eb415bcb9842d207139c8bddf32427a134d51e,527.8731160469124
f8224c83e27f4921df62876f7ff660b1dab3d974,469.66860704170523
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-5.074433761704881
dfec3182aec0997207e0845b072498065ec89aac,578.8038250964333
d653549f6d0ba70e2113b2cc56e9a83e331d2462,527.112121417922
e95674df974af80342f676ca9e3540aecec2b8dc,483.36806423588393
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,499.6980746496139
2b7b15015ab18dc51893827c7e3f01d931a70410,-7.8112187685590015
22d86e8b43a9412df86ec15ac231b9919e3ec905,464.5136211922079
1c61035799f6afe7f44c1fb68567d7a8945c3943,525.1499520425873
d5ed4b8732b0d7127a64f7e71137d321c56cc198,437.9167527266425
63edbbe59337f861a710bee4fe8a691d231f23da,459.3997257998191
f62bf9257782d839d38f84376b79611ed0de655d,-5.621790763075694
cf14952b5b09ad1a9497769e3a08da2fd74c6102,-6.169147764446507
21b8ef230efbfca6b5f15b36a3243d76ed390967,490.0303235842736
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,392.3871116820179
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,-11.369039277469483
3de3c134579726fe4606b7a05f82ce19f00adb09,609.4904647561243
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,438.48534983658806
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,428.11817563789623
520c60d32fd2af8be76abd332859b36d8ae45900,441.7509044132445
6cb6e2310b52c2898e500f81bea938446592568b,448.4285289541137
0193b535914e1c5a445bede11a408bf1709cd3cb,468.0171389253734
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,511.3288328444005
c512a461034cd90a9c5f1a32332b748041cfeba3,-7.537540267873624
6f77bbe0fc418131d06d15f50b30073eae680dbb,-5.895469263761129
9b378e3937af8e97d4753cdf0c8917306354aaaf,496.3996216906389
1c92f54a5fe563622a0e23cf116461a7e147efd8,517.0259038104476
90facc45f7578775e3278aa0bd4fb59dad4d37c1,444.4051559434869
563bd02a1204c85e79026a020ba5af29bce95c12,124.99750482012135
c8062c4cc7e023996bd37b87295f5a2957ddb172,457.26276414792835
ea7cc5987f9cc7f756d501961f64fa5769013823,-9.726968273356931
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,582.9548980583986
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,452.9619695765596
1b61f7e184c7040ae4cea725153965e1f7f75308,455.7061427402849
aea68e00d370c2a0cfd02bf868824dec427bf23a,-6.4428262651319415
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,-5.074433761704881
95a9c65324583892b2d1a0c1c5163488f92d4a6d,414.5957950237752
5b7e7632cf766876026d0da6aa7c6df77bc13438,448.95765242168875
a3be14b06b7aef01331da18e7a1678222b563151,-6.4428262651319415
92b8965cf3fb76d11e5061f26e577c23d212b9c5,-5.074433761704881
96fd0462597b8cf21b1e918c1947106cd8359e5d,506.0600570117125
5c1cef937c40bf8c30c119160bedde7ef679454e,566.3705590578036
27dce80bee1eadbcd82bc7d09adb063e116870f6,-11.095360776784048
271a7e5b703fc3f29f6669415048a760e6355c5b,-8.358575769929871
e39fbeab552a4b6492346d821d095c3a0d691555,445.88052360889145
93694c58636eabfe86550e734efb3775ba4d739f,482.1599927162255
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,590.2220523483486
6c05e70130682975c1485a862b6e08b895650671,435.0463282588271
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,420.85661250387125
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,382.71313524245437
283df09083d3c7bec2590f22355c7ba32ec88623,524.8870896858728
40b96e97dc29dfc990656e30c1038e846b6c8ff2,-4.800755261019447
ff362d0a648559b9146fb97ee248eb423c3d6a50,-4.800755261019447
717ae2ab18e7ba03c4f3af66500ece6580b29b71,-6.169147764446507
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,563.3079415795644
23131f453efc29c2af9553d307692c60a3add1ae,458.7272198217423
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,434.48781769959226
941646a7d24ee2837d7de90ff0a736bb8f61d68c,388.05503270034677
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-11.369039277469483
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,490.1739897429444
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,440.3344395320777
72882a9cffe151d94be90e02ce3967a91b628099,495.5140612245358
cf62916c9829bd3ad05104151eee856d6de7ca1c,569.5844352061335
6b8f4241357e65c0491cc0ef96396f811574134c,458.4724805047489
298806ed4313157d412e860ac3ea8833d6ca6970,-6.4428262651319415
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,424.2283003706485
4485f973590cff61be5ec78cb3032d5fdf25b809,-8.084897269244436
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,453.6174408141188
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,-10.000646774042366
8288badec4740382dbf7c33e4095cd4db0021bf7,406.082436000224
5e139289eb167622f915eea3d1d6e49d15d1c873,512.5747118941786
fc050b2c8fa3446890fe1418332352177dd34506,476.36864551707254
8f309746992f374b4c2ea88f171233a9469ba649,492.69354575716187
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,490.95320711037135
